,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3701,Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.9
3702,Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.5
3703,Fiat Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.4,1248.0,88.8,5.0,5.85
3704,Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.15
3705,Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.64,1461.0,84.8,5.0,6.0
3706,Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5,1197.0,88.8,5.0,2.23
3707,Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,Petrol,Manual,First,19.1,1197.0,88.8,5.0,2.5
3708,Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.87
3709,Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2179.0,88.8,7.0,9.5
3710,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.75
3711,Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,3.75
3712,Hyundai Santro Xing GLS,Chennai,2010,115000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.5
3713,Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.0
3714,BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.06,1995.0,88.8,5.0,17.0
3715,Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,Petrol,Automatic,First,12.9,1799.0,88.8,5.0,4.38
3716,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,41.5
3717,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0
3718,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.0
3719,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8,2720.0,88.8,7.0,14.0
3720,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59,1248.0,88.8,5.0,7.65
3721,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,8.7
3722,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.9
3723,Hyundai Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,13.2,1495.0,88.8,5.0,2.05
3724,Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,First,17.0,1197.0,88.8,5.0,5.25
3725,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0,1591.0,121.3,5.0,5.77
3726,Maruti Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.95
3727,Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179.0,88.8,8.0,7.45
3728,Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6
3729,Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0,1197.0,88.8,5.0,3.25
3730,Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.85
3731,Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995.0,88.8,5.0,7.5
3732,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995.0,88.8,5.0,11.5
3733,Honda Brio V MT,Pune,2013,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25
3734,Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,11.7,1997.0,88.8,5.0,1.5
3735,Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.31
3736,Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,Diesel,Manual,First,16.0,2179.0,88.8,7.0,9.0
3737,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.59
3738,Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.35
3739,Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,Diesel,Manual,First,12.8,2494.0,88.8,8.0,12.0
3740,Hyundai Grand i10 Sportz,Coimbatore,2017,23540,Petrol,Manual,First,18.9,1197.0,88.8,5.0,6.02
3741,Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,Diesel,Manual,First,16.52,1991.0,123.7,5.0,2.57
3742,Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.83,2696.0,88.8,7.0,12.45
3743,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,First,15.1,2179.0,88.8,7.0,12.63
3744,Honda City i VTEC SV,Bangalore,2014,62000,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,7.75
3745,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.5
3746,Hyundai i20 Sportz 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.43
3747,Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,Diesel,Automatic,First,17.9,2143.0,88.8,5.0,24.51
3748,Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,22.0,814.0,88.8,5.0,2.65
3749,Toyota Etios G Safety,Delhi,2011,36000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,3.2
3750,Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4,1248.0,88.8,5.0,4.25
3751,Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1
3752,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.3
3753,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8.9
3754,Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.5
3755,Honda Accord VTi-L AT,Delhi,2009,65462,Petrol,Automatic,Third,11.1,2354.0,88.8,5.0,3.5
3756,Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8,1248.0,88.8,5.0,4.25
3757,Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,Diesel,Automatic,First,16.0,2179.0,88.8,7.0,16.46
3758,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.95
3759,Honda City i VTEC V,Mumbai,2015,28004,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.1
3760,Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,Petrol,Manual,Second,15.7,1172.0,88.8,5.0,1.25
3761,Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5
3762,Nissan Micra XL,Chennai,2013,30000,Petrol,Manual,First,18.44,1198.0,88.8,5.0,3.25
3763,Honda City 1.5 V MT,Hyderabad,2010,27800,Petrol,Manual,First,17.0,1497.0,88.8,5.0,5.0
3764,Toyota Etios VX,Coimbatore,2016,33415,Petrol,Manual,First,16.78,1496.0,88.73,5.0,6.58
3765,BMW 3 Series 320d Luxury Line,Mumbai,2013,38000,Diesel,Automatic,First,18.88,1995.0,88.8,5.0,19.5
3766,Honda Jazz 1.2 SV i VTEC,Kochi,2017,41981,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.14
3767,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.95
3768,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,71803,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.75
3769,Mahindra XUV500 W6 2WD,Kolkata,2013,73314,Diesel,Manual,First,15.1,2179.0,88.8,7.0,6.6
3770,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197.0,88.8,5.0,5.72
3771,Honda City 1.5 V MT,Delhi,2009,79782,Petrol,Manual,Second,17.0,1497.0,88.8,5.0,2.6
3772,Toyota Innova 2.5 GX 7 STR,Hyderabad,2010,250000,Diesel,Manual,Second,12.8,2494.0,88.8,7.0,6.5
3773,Mahindra XUV500 W8 2WD,Pune,2011,90000,Diesel,Manual,Second,15.1,2179.0,88.8,7.0,6.1
3774,Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.85
3775,Volkswagen Vento Petrol Highline,Pune,2013,65000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,4.5
3776,Audi A4 2.0 TDI,Bangalore,2013,76000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,18.25
3777,Maruti Ertiga LXI,Ahmedabad,2012,28002,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.75
3778,Maruti 800 AC,Jaipur,2010,70000,Petrol,Manual,Second,16.1,796.0,88.8,4.0,0.9
3779,Honda City 1.5 V MT,Hyderabad,2011,66276,Petrol,Manual,First,17.0,1497.0,88.8,5.0,5.5
3780,Maruti Swift Dzire VXI,Kolkata,2014,45000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.99
3781,Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,18.75
3782,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,43068,Diesel,Manual,First,24.0,1120.0,88.8,5.0,3.5
3783,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,16.45
3784,Hyundai i10 Magna,Coimbatore,2011,50436,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.65
3785,Hyundai Grand i10 AT Asta,Bangalore,2014,21000,Petrol,Automatic,First,18.9,1197.0,88.8,5.0,5.4
3786,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39,1248.0,88.8,5.0,8.7
3787,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,20.75
3788,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2143.0,88.8,5.0,12.5
3789,Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1,1248.0,73.9,5.0,1.89
3790,Maruti Swift Dzire Tour LDI,Kolkata,2015,168205,Diesel,Manual,First,23.4,1248.0,88.8,5.0,4.0
3791,Honda Civic 2010-2013 1.8 V MT,Mumbai,2012,47000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,3.95
3792,Maruti Ertiga SHVS VDI,Hyderabad,2015,93700,Diesel,Manual,First,24.52,1248.0,88.5,7.0,7.85
3793,Hyundai Elantra CRDi SX,Kolkata,2014,45000,Diesel,Manual,First,22.7,1582.0,126.24,5.0,7.0
3794,Toyota Fortuner 4x2 AT,Hyderabad,2016,55547,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,24.99
3795,Volkswagen Polo GT TSI,Delhi,2013,69000,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,4.5
3796,Skoda Octavia Classic 1.9 TDI MT,Pune,2005,88000,Diesel,Manual,Third,18.7,1896.0,88.8,5.0,1.25
3797,Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,32400,Diesel,Manual,First,20.14,1498.0,88.8,5.0,3.95
3798,Hyundai Santro Xing GL Plus,Pune,2012,79000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.6
3799,Hyundai Accent GLE,Hyderabad,2004,110000,Petrol,Manual,First,13.2,1495.0,88.8,5.0,0.6
3800,Hyundai EON D Lite Plus,Coimbatore,2014,45407,Petrol,Manual,Second,21.1,814.0,55.2,5.0,3.39
3801,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,136490,Diesel,Manual,First,12.8,2494.0,88.8,7.0,9.8
3802,Maruti Ignis 1.3 Zeta,Mumbai,2017,19000,Diesel,Manual,First,26.8,1248.0,88.8,5.0,5.91
3803,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56,1462.0,103.25,5.0,8.25
3804,Maruti Swift Dzire VXi,Mumbai,2012,15500,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.75
3805,Honda City i VTEC CVT VX,Hyderabad,2017,12538,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.5
3806,Honda Brio S MT,Delhi,2015,44328,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.8
3807,Toyota Etios Liva GD,Delhi,2014,63000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,4.35
3808,Volvo XC60 D5,Hyderabad,2015,100000,Diesel,Automatic,First,13.5,2400.0,88.8,5.0,32.5
3809,Tata Indigo CS eGVX,Kolkata,2015,103000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,3.0
3810,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36,2755.0,171.5,7.0,19.0
3811,Volkswagen Vento Diesel Highline,Pune,2013,95500,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0
3812,Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,72100,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45
3813,Maruti Wagon R VXI,Mumbai,2010,19119,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.7
3814,Mercedes-Benz S-Class 320 L,Mumbai,2006,30000,Petrol,Manual,First,13.0,2987.0,88.8,5.0,10.75
3815,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,75600,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.8
3816,Tata Indica GLS BS IV,Pune,2007,137000,Petrol,Manual,Second,15.3,1193.0,65.3,5.0,0.95
3817,Maruti 800 Std BSIII,Jaipur,2002,53500,Petrol,Manual,Second,16.1,796.0,88.8,4.0,0.63
3818,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1,1956.0,88.8,5.0,17.55
3819,Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.0
3820,Skoda Octavia Elegance 2.0 TDI AT,Bangalore,2013,50000,Diesel,Automatic,First,19.3,1968.0,88.8,5.0,15.0
3821,Maruti Swift Dzire VDI Optional,Hyderabad,2016,30000,Diesel,Manual,First,26.59,1248.0,88.8,5.0,6.0
3822,Maruti Ciaz VDi Plus SHVS,Mumbai,2016,38151,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.65
3823,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2009,116000,Diesel,Manual,Second,15.8,2148.0,88.8,5.0,8.5
3824,Ford Figo Diesel ZXI,Kolkata,2013,22000,Diesel,Manual,First,20.0,1399.0,88.8,5.0,2.25
3825,Toyota Corolla Altis VL,Delhi,2010,60000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,4.65
3826,Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,2016,38000,Diesel,Manual,First,22.7,1598.0,88.8,5.0,7.85
3827,Ford Figo Petrol ZXI,Coimbatore,2011,51928,Petrol,Manual,First,15.6,1196.0,88.8,5.0,3.46
3828,Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,8.25
3829,Maruti Zen LXi - BS III,Pune,2006,67196,Petrol,Manual,First,17.3,993.0,88.8,5.0,1.25
3830,Toyota Fortuner 3.0 Diesel,Bangalore,2012,100000,Diesel,Manual,Third,11.5,2982.0,88.8,7.0,16.0
3831,Maruti Ciaz ZDi Plus,Jaipur,2015,65218,Diesel,Manual,First,26.21,1248.0,88.5,5.0,7.4
3832,Renault KWID RXT,Kochi,2016,53886,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.07
3833,Hyundai i10 Magna AT,Coimbatore,2011,50058,Petrol,Automatic,First,19.2,1197.0,88.8,5.0,3.84
3834,Maruti Celerio ZXI AT Optional,Pune,2016,64000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.2
3835,Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,41641,Diesel,Manual,First,21.38,1396.0,88.7,5.0,10.82
3836,Honda Jazz 1.5 SV i DTEC,Hyderabad,2016,44345,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.1
3837,Honda City 1.5 S MT,Kolkata,2011,45501,Petrol,Manual,First,17.0,1497.0,88.8,5.0,3.1
3838,Mitsubishi Lancer 1.5 SFXi,Chennai,2001,104000,Petrol,Manual,Third,13.7,1468.0,85.8,5.0,1.0
3839,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95,1498.0,97.6,5.0,4.69
3840,Honda Accord 2.4 AT,Mumbai,2011,87000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,5.4
3841,Mahindra XUV500 W8 2WD,Mumbai,2016,120000,Diesel,Manual,First,15.1,2179.0,88.8,7.0,12.0
3842,Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.5
3843,Nissan Micra Diesel XL,Chennai,2014,100000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.0
3844,Maruti Ciaz AT ZXi,Kochi,2015,50979,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,6.9
3845,Volkswagen Vento Diesel Trendline,Chennai,2011,41000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.0
3846,Hyundai i20 Asta,Chennai,2011,24000,Petrol,Manual,First,17.0,1197.0,88.8,5.0,4.25
3847,Toyota Corolla Altis G,Hyderabad,2008,44738,Petrol,Manual,First,14.53,1798.0,138.1,5.0,5.1
3848,Honda City i DTEC VX,Kolkata,2014,37298,Diesel,Manual,First,25.1,1498.0,98.6,5.0,4.9
3849,Maruti Swift VXI BSIV,Pune,2014,42000,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,3.6
3850,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2016,45000,Diesel,Automatic,First,14.21,2143.0,88.8,5.0,34.0
3851,Toyota Innova 2.5 G (Diesel) 7 Seater,Mumbai,2015,102000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,8.25
3852,Maruti Swift Lxi BSIII,Pune,2011,70000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.3
3853,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,27467,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.05
3854,Hyundai Grand i10 Asta,Kolkata,2015,15305,Petrol,Manual,First,18.9,1197.0,88.8,5.0,3.75
3855,Maruti Wagon R LXI BS IV,Mumbai,2010,70000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.1
3856,Ford EcoSport 1.5 TDCi Titanium,Hyderabad,2016,36778,Diesel,Manual,First,22.77,1498.0,98.59,5.0,8.8
3857,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,25845,Petrol,Manual,First,16.47,1198.0,88.8,5.0,5.84
3858,Hyundai Verna 1.6 VTVT AT SX,Kochi,2018,33858,Petrol,Automatic,First,17.01,1591.0,121.3,5.0,9.03
3859,Renault KWID AMT RXL,Ahmedabad,2017,12000,Petrol,Automatic,Second,24.04,999.0,88.8,5.0,3.25
3860,Honda Brio S Option AT,Coimbatore,2013,33709,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.9
3861,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,32709,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.46
3862,Toyota Fortuner 3.0 Diesel,Bangalore,2014,72000,Diesel,Manual,Second,11.5,2982.0,88.8,7.0,18.5
3863,Tata Indigo eCS eLX BS IV,Ahmedabad,2013,31000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.7
3864,Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,2016,70000,Diesel,Manual,First,25.83,1498.0,88.8,5.0,4.6
3865,Maruti Swift Dzire VDI,Jaipur,2014,61000,Diesel,Manual,First,23.4,1248.0,88.8,5.0,5.35
3866,Nissan Micra Diesel XV Primo,Pune,2011,72000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.3
3867,Skoda Octavia Style Plus 2.0 TDI AT,Delhi,2016,49000,Diesel,Automatic,First,19.3,1968.0,88.8,5.0,15.45
3868,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,2014,42939,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,12.49
3869,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48.76
3870,Hyundai i20 1.2 Sportz,Pune,2011,54000,Petrol,Manual,First,17.0,1197.0,88.8,5.0,3.2
3871,BMW 3 Series 320d Corporate Edition,Delhi,2012,76000,Diesel,Automatic,First,16.07,1995.0,88.8,4.0,8.75
3872,Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,27000,Diesel,Manual,First,21.19,1396.0,88.73,5.0,5.99
3873,Mahindra Scorpio 2.6 DX,Chennai,2005,120000,Diesel,Manual,Second,12.7,2609.0,116.6,8.0,2.9
3874,Ford Figo Diesel EXI,Kolkata,2011,37000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,1.8
3875,Honda Accord 2.4 Inspire M/T,Mumbai,2012,42000,Petrol,Manual,First,9.8,2354.0,88.8,5.0,6.25
3876,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,60000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,5.45
3877,Jaguar XF 2.2 Litre Luxury,Mumbai,2018,3000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,52.5
3878,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2013,44000,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.6
3879,Honda City i VTEC VX Option,Kolkata,2014,37000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.45
3880,Hyundai i20 Asta Optional with Sunroof 1.2,Mumbai,2012,50000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.7
3881,Honda Brio S MT,Chennai,2013,58581,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.49
3882,Hyundai i20 Sportz 1.4 CRDi,Kolkata,2013,25500,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.55
3883,Maruti Grand Vitara 2.4 MT,Mumbai,2017,25000,Petrol,Manual,First,10.4,2393.0,163.5,5.0,9.0
3884,Maruti A-Star Vxi,Hyderabad,2011,53766,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.7
3885,Fiat Punto 1.3 Emotion,Pune,2011,45271,Diesel,Manual,First,20.3,1497.0,88.8,5.0,2.6
3886,Maruti Alto LXi,Chennai,2006,68000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
3887,Mahindra XUV500 W10 2WD,Jaipur,2017,40000,Diesel,Manual,First,16.0,2179.0,88.8,7.0,15.9
3888,Maruti Swift RS VDI,Hyderabad,2013,73212,Diesel,Manual,First,22.9,1248.0,88.8,5.0,5.2
3889,BMW X1 sDrive20d,Mumbai,2014,69000,Diesel,Automatic,First,17.05,1995.0,88.8,5.0,16.25
3890,Volkswagen Passat 2.0 PD DSG,Mumbai,2007,61932,Diesel,Automatic,Second,14.3,1968.0,88.8,5.0,3.31
3891,BMW X3 xDrive20d,Bangalore,2012,52000,Diesel,Automatic,First,16.09,1995.0,88.8,5.0,24.0
3892,Maruti Ritz VXi,Kolkata,2011,150000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,2.5
3893,Hyundai i20 Sportz 1.4 CRDi,Jaipur,2013,70933,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,3.9
3894,Maruti Swift VDI BSIV,Kolkata,2013,115195,Diesel,Manual,First,25.2,1248.0,88.8,5.0,3.85
3895,Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,62148,Petrol,Manual,First,11.7,1796.0,88.8,5.0,8.8
3896,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,4.95
3897,Hyundai Verna 1.6 SX CRDi (O),Kolkata,2014,58000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.75
3898,Renault Duster 110PS Diesel RxZ,Kochi,2014,68598,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.17
3899,Maruti Swift Ldi BSIII,Chennai,2010,84072,Diesel,Manual,First,17.8,1248.0,88.8,5.0,3.45
3900,Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.2
3901,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,21363,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.49
3902,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04,1991.0,88.8,5.0,24.5
3903,Honda CR-V 2.4 4WD AT,Kolkata,2015,35000,Petrol,Automatic,First,10.1,2354.0,88.8,5.0,14.7
3904,Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,2014,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.0
3905,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,43252,Diesel,Automatic,First,13.0,2143.0,88.8,5.0,34.18
3906,Hyundai Grand i10 CRDi Magna,Delhi,2014,42000,Diesel,Manual,First,24.0,1120.0,88.8,5.0,3.5
3907,Ford Fiesta 1.4 Duratec ZXI,Hyderabad,2006,69000,Petrol,Manual,First,16.6,1388.0,88.8,5.0,2.15
3908,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,11.25
3909,Maruti A-Star Lxi,Delhi,2010,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0
3910,Maruti Ritz LDi,Kochi,2015,35314,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.27
3911,Honda City i VTEC SV,Kochi,2017,38691,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.68
3912,Toyota Innova 2.5 GX (Diesel) 7 Seater,Coimbatore,2017,72717,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.52
3913,Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,Petrol,Automatic,Second,11.8,3498.0,88.8,7.0,16.85
3914,Skoda Rapid 1.5 TDI Elegance,Mumbai,2015,44000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,5.75
3915,Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2017,27000,Petrol,Manual,First,15.8,1499.0,88.8,5.0,8.3
